Geneid,0_R1,0_R2,0_R3,5_R1,5_R2,5_R3,10_R1,10_R2,10_R3,15_R1,15_R2,15_R3,Entity,Symbol
gene-PA1579,,,146.0,,,160.0,,,29.0,27.0,28.0,85.0,host,gene-PA1579
gene-PA4624,64.0,85.0,208.0,60.0,102.0,321.0,9.0,7.0,52.0,1.0,9.0,,host,gene-PA4624
gene-PA3083,,,206.0,,,488.0,,,53.0,,,443.0,host,pepN
gene-PA2784,8.0,7.0,12.0,4.0,3.0,100.0,3.0,0.0,12.0,0.0,1.0,146.0,host,gene-PA2784
gene-PA3621.1,,,,,,,,,,,,548.0,host,rsmZ
gene-PA2431,31.0,36.0,31.0,15.0,37.0,187.0,4.0,5.0,33.0,2.0,1.0,311.0,host,gene-PA2431
gene-PA4917,75.0,86.0,178.0,8.0,36.0,124.0,7.0,8.0,21.0,1.0,0.0,204.0,host,gene-PA4917
gene-PA4985,8.0,4.0,27.0,2.0,6.0,175.0,1.0,2.0,,0.0,1.0,,host,gene-PA4985
gene-PA4749,,,,,,,,,59.0,,,218.0,host,glmM
gene-PA3214,90.0,70.0,10.0,28.0,76.0,64.0,8.0,12.0,13.0,0.0,2.0,113.0,host,gene-PA3214
gene-PA3863,22.0,12.0,29.0,19.0,24.0,113.0,5.0,4.0,20.0,5.0,3.0,174.0,host,dauA
gene-PA4127,4.0,8.0,33.0,9.0,9.0,155.0,2.0,1.0,21.0,0.0,1.0,247.0,host,hpcG
gene-PA4365,4.0,2.0,46.0,6.0,4.0,72.0,1.0,1.0,8.0,0.0,0.0,168.0,host,gene-PA4365
gene-PA1158,59.0,50.0,34.0,25.0,54.0,190.0,7.0,10.0,14.0,13.0,5.0,432.0,host,gene-PA1158
gene-PA1571,17.0,22.0,15.0,17.0,26.0,39.0,7.0,13.0,5.0,7.0,3.0,33.0,host,gene-PA1571
gene-PA2128,4.0,35.0,20.0,13.0,14.0,55.0,5.0,4.0,5.0,2.0,2.0,73.0,host,cupA1
gene-PA0227,9.0,8.0,13.0,5.0,11.0,120.0,2.0,0.0,15.0,0.0,0.0,370.0,host,gene-PA0227
gene-PA2415,10.0,14.0,8.0,5.0,2.0,77.0,4.0,1.0,10.0,1.0,0.0,134.0,host,gene-PA2415
gene-PA2525,34.0,35.0,43.0,35.0,48.0,209.0,4.0,7.0,16.0,2.0,0.0,342.0,host,gene-PA2525
gene-PA1645,19.0,15.0,5.0,8.0,10.0,30.0,4.0,4.0,2.0,1.0,2.0,42.0,host,gene-PA1645
gene-PA4386,,,,,326.0,,37.0,38.0,,24.0,13.0,41.0,host,groES
gene-PA0145,13.0,10.0,12.0,7.0,9.0,89.0,2.0,0.0,6.0,1.0,1.0,190.0,host,gene-PA0145
gene-PA2846,48.0,14.0,10.0,8.0,16.0,116.0,3.0,6.0,17.0,3.0,2.0,177.0,host,gene-PA2846
gene-PA0729,97.0,154.0,159.0,80.0,132.0,220.0,21.0,11.0,33.0,6.0,9.0,,host,gene-PA0729
gene-PA1380,7.0,16.0,13.0,4.0,7.0,87.0,1.0,3.0,11.0,0.0,1.0,125.0,host,gene-PA1380
gene-PA1959,53.0,101.0,44.0,52.0,85.0,209.0,29.0,35.0,25.0,19.0,11.0,98.0,host,bacA
gene-PA1988,30.0,17.0,9.0,16.0,17.0,51.0,2.0,1.0,8.0,2.0,0.0,87.0,host,pqqD
gene-PA4501,27.0,30.0,,35.0,40.0,,4.0,5.0,,4.0,1.0,,host,opdP
gene-PA0402,127.0,140.0,143.0,160.0,186.0,255.0,37.0,30.0,38.0,12.0,10.0,232.0,host,pyrB
gene-PA2825,100.0,46.0,43.0,45.0,47.0,91.0,3.0,7.0,16.0,1.0,2.0,70.0,host,ospR
gene-PA4143,15.0,40.0,231.0,8.0,50.0,,1.0,13.0,,5.0,2.0,,host,gene-PA4143
gene-PA0323,16.0,13.0,46.0,3.0,7.0,243.0,1.0,3.0,32.0,0.0,2.0,100.0,host,gene-PA0323
gene-PA2544,45.0,40.0,13.0,20.0,30.0,111.0,2.0,7.0,10.0,5.0,1.0,286.0,host,gene-PA2544
gene-PA5451,261.0,192.0,43.0,,361.0,190.0,34.0,24.0,28.0,3.0,10.0,104.0,host,wzm
gene-PA1493,113.0,109.0,128.0,133.0,113.0,222.0,19.0,11.0,15.0,10.0,7.0,121.0,host,cysP
gene-PA3405,278.0,64.0,23.0,,165.0,96.0,39.0,7.0,23.0,4.0,8.0,217.0,host,hasE
gene-PA1706,,194.0,35.0,238.0,117.0,135.0,46.0,24.0,12.0,6.0,13.0,106.0,host,pcrV
gene-PA2997,118.0,203.0,97.0,184.0,241.0,182.0,42.0,55.0,17.0,32.0,25.0,128.0,host,nqrC
gene-PA4354,9.0,12.0,36.0,1.0,3.0,224.0,2.0,0.0,21.0,1.0,1.0,185.0,host,gene-PA4354
gene-PA3349,,,,,,469.0,,,43.0,,,80.0,host,gene-PA3349
gene-PA0765,,313.0,103.0,126.0,218.0,169.0,39.0,34.0,14.0,28.0,20.0,147.0,host,mucC
gene-PA1524,13.0,5.0,17.0,10.0,15.0,144.0,2.0,2.0,16.0,2.0,2.0,118.0,host,xdhA
gene-PA2545,52.0,68.0,27.0,55.0,79.0,148.0,18.0,19.0,10.0,5.0,8.0,201.0,host,xthA
gene-PA5450,,,86.0,,,379.0,39.0,33.0,35.0,10.0,17.0,297.0,host,wzt
gene-PA3039,23.0,21.0,37.0,6.0,10.0,248.0,2.0,4.0,34.0,2.0,1.0,266.0,host,gene-PA3039
gene-PA4313a,134.0,88.0,30.0,53.0,89.0,79.0,14.0,18.0,9.0,8.0,4.0,116.0,host,gene-PA4313a
gene-PA4454,204.0,234.0,67.0,167.0,226.0,132.0,53.0,,19.0,33.0,28.0,45.0,host,gene-PA4454
gene-PA4211,4.0,,,1.0,306.0,,2.0,22.0,39.0,9.0,1.0,233.0,host,phzB1
gene-PA2166,12.0,3.0,14.0,1.0,4.0,79.0,1.0,0.0,8.0,2.0,0.0,53.0,host,gene-PA2166
gene-PA5393,9.0,13.0,37.0,4.0,10.0,272.0,3.0,5.0,39.0,2.0,3.0,434.0,host,gene-PA5393
gene-PA1680,12.0,3.0,4.0,10.0,11.0,74.0,2.0,4.0,9.0,3.0,1.0,102.0,host,gene-PA1680
gene-PA1127,229.0,294.0,147.0,48.0,100.0,140.0,10.0,13.0,14.0,6.0,5.0,185.0,host,gene-PA1127
gene-PA5191,12.0,22.0,123.0,10.0,15.0,139.0,5.0,0.0,,2.0,0.0,50.0,host,gene-PA5191
gene-PA0498,55.0,60.0,103.0,14.0,25.0,365.0,8.0,1.0,47.0,3.0,3.0,207.0,host,gene-PA0498
gene-PA4393,47.0,51.0,97.0,24.0,39.0,343.0,9.0,13.0,,5.0,6.0,432.0,host,ampG
gene-PA4001,,,,,,335.0,,,36.0,,26.0,350.0,host,sltB1
gene-PA4276,,,,,,,,,,,,194.0,host,secE
gene-PA3708,,,188.0,,,405.0,,61.0,41.0,31.0,25.0,323.0,host,wspA
gene-PA2790,22.0,14.0,29.0,10.0,17.0,76.0,1.0,6.0,10.0,0.0,0.0,34.0,host,gene-PA2790
gene-PA0146,15.0,7.0,31.0,5.0,9.0,246.0,2.0,4.0,22.0,6.0,0.0,373.0,host,gene-PA0146
gene-PA4361,149.0,101.0,33.0,45.0,58.0,159.0,5.0,5.0,,5.0,1.0,293.0,host,gene-PA4361
gene-PA4732,200.0,213.0,126.0,170.0,188.0,339.0,53.0,35.0,45.0,18.0,13.0,295.0,host,pgi
gene-PA1109,33.0,25.0,11.0,8.0,18.0,95.0,3.0,8.0,6.0,3.0,3.0,166.0,host,gene-PA1109
gene-PA4353,9.0,11.0,17.0,9.0,14.0,90.0,3.0,3.0,9.0,0.0,4.0,128.0,host,gene-PA4353
gene-PA3089a,28.0,25.0,10.0,31.0,35.0,53.0,7.0,1.0,9.0,2.0,4.0,86.0,host,gene-PA3089a
gene-PA3661,8.0,9.0,20.0,9.0,8.0,134.0,3.0,1.0,17.0,4.0,1.0,110.0,host,gene-PA3661
gene-PA4696,,,,,,489.0,58.0,,56.0,,,280.0,host,ilvI
gene-PA4558,236.0,259.0,71.0,,,136.0,,,12.0,,,78.0,host,gene-PA4558
gene-PA4725,235.0,244.0,202.0,154.0,205.0,,29.0,31.0,55.0,20.0,21.0,,host,cbrA
gene-PA2316,21.0,13.0,14.0,7.0,17.0,101.0,2.0,3.0,3.0,1.0,1.0,246.0,host,gene-PA2316
gene-PA0442,0.0,0.0,1.0,0.0,1.0,59.0,0.0,0.0,5.0,0.0,0.0,51.0,host,gene-PA0442
gene-PA4815,3.0,8.0,16.0,5.0,11.0,135.0,6.0,3.0,11.0,1.0,0.0,393.0,host,gene-PA4815
gene-PA1184,21.0,17.0,19.0,10.0,12.0,97.0,3.0,3.0,15.0,0.0,1.0,306.0,host,gene-PA1184
gene-PA1346,3.0,4.0,16.0,2.0,4.0,112.0,2.0,4.0,12.0,0.0,1.0,81.0,host,gene-PA1346
gene-PA3206,51.0,26.0,21.0,29.0,46.0,131.0,9.0,10.0,25.0,2.0,2.0,209.0,host,gene-PA3206
gene-PA1523,39.0,37.0,49.0,48.0,74.0,299.0,8.0,3.0,31.0,2.0,4.0,264.0,host,xdhB
gene-PA3021,84.0,50.0,35.0,56.0,37.0,136.0,6.0,7.0,12.0,3.0,7.0,116.0,host,gene-PA3021
gene-PA0788a,3.0,7.0,11.0,3.0,1.0,62.0,0.0,0.0,12.0,0.0,0.0,51.0,host,gene-PA0788a
gene-PA3166,,,,,,497.0,,,28.0,,,175.0,host,pheA
gene-PA0403,13.0,14.0,44.0,17.0,22.0,216.0,7.0,4.0,24.0,4.0,6.0,252.0,host,pyrR
gene-PA1460,324.0,233.0,140.0,,369.0,214.0,45.0,39.0,10.0,10.0,12.0,152.0,host,motC
gene-PA4581.1,75.0,160.0,15.0,73.0,92.0,62.0,,,6.0,,,53.0,host,gene-PA4581.1
gene-PA4708,,,102.0,162.0,177.0,177.0,31.0,23.0,35.0,9.0,19.0,311.0,host,phuT
gene-PA4086,9.0,28.0,19.0,5.0,14.0,152.0,2.0,5.0,10.0,1.0,1.0,76.0,host,cupB1
gene-PA0617,95.0,192.0,61.0,104.0,294.0,149.0,,,51.0,,,68.0,host,gene-PA0617
gene-PA4703,54.0,44.0,18.0,21.0,39.0,109.0,3.0,9.0,23.0,2.0,3.0,124.0,host,gene-PA4703
gene-PA4040,56.0,29.0,191.0,15.0,35.0,231.0,7.0,7.0,28.0,1.0,1.0,255.0,host,gene-PA4040
gene-PA5366,86.0,121.0,184.0,49.0,81.0,244.0,20.0,36.0,52.0,28.0,13.0,165.0,host,pstB
gene-PA1623,135.0,107.0,53.0,90.0,96.0,110.0,16.0,11.0,16.0,8.0,5.0,143.0,host,gene-PA1623
gene-PA0840,70.0,28.0,69.0,113.0,150.0,178.0,27.0,15.0,29.0,5.0,7.0,272.0,host,gene-PA0840
gene-PA4476,,,,,,,,,64.0,32.0,,550.0,host,gene-PA4476
gene-PA0268,24.0,13.0,20.0,15.0,34.0,150.0,4.0,3.0,23.0,4.0,2.0,186.0,host,gene-PA0268
gene-PA3239,43.0,63.0,25.0,39.0,85.0,95.0,6.0,15.0,11.0,10.0,4.0,63.0,host,gene-PA3239
gene-PA4912,21.0,26.0,21.0,7.0,26.0,250.0,2.0,9.0,14.0,5.0,2.0,146.0,host,gene-PA4912
gene-PA1556,6.0,30.0,,5.0,14.0,379.0,1.0,7.0,14.0,8.0,1.0,78.0,host,ccoO2
gene-PA4245,,,,,,,,,,,,183.0,host,rpmD
gene-PA5552,,,195.0,220.0,354.0,344.0,53.0,56.0,42.0,28.0,22.0,501.0,host,glmU
gene-PA2359,4.0,6.0,28.0,7.0,3.0,172.0,5.0,0.0,18.0,1.0,1.0,206.0,host,gene-PA2359
gene-PA0491,17.0,2.0,50.0,1.0,7.0,275.0,1.0,0.0,31.0,1.0,2.0,386.0,host,gene-PA0491
gene-PA2068,7.0,16.0,13.0,6.0,18.0,90.0,0.0,6.0,9.0,4.0,0.0,206.0,host,gene-PA2068
gene-PA1012,,,115.0,,,203.0,,,24.0,,,191.0,host,gene-PA1012
gene-PA0701,20.0,9.0,,7.0,7.0,130.0,0.0,4.0,8.0,2.0,2.0,279.0,host,gene-PA0701
gene-PA5305,150.0,109.0,,56.0,88.0,154.0,23.0,21.0,,13.0,4.0,249.0,host,gene-PA5305
gene-PA5446,124.0,91.0,64.0,61.0,101.0,114.0,32.0,42.0,9.0,34.0,23.0,68.0,host,gene-PA5446
gene-PA4576,,,,,367.0,,,70.0,,25.0,25.0,,host,gene-PA4576
gene-PA5519,44.0,52.0,39.0,31.0,45.0,144.0,21.0,11.0,22.0,8.0,2.0,135.0,host,gene-PA5519
gene-PA3014,,,,,,,,,,,,345.0,host,faoA
gene-PA0569,32.0,21.0,22.0,14.0,17.0,121.0,5.0,6.0,9.0,1.0,2.0,212.0,host,gene-PA0569
gene-PA3450,14.0,18.0,45.0,14.0,20.0,229.0,6.0,10.0,28.0,4.0,3.0,143.0,host,gene-PA3450
gene-PA0888,,,,,,304.0,,,53.0,,,148.0,host,aotJ
gene-PA4791,44.0,32.0,12.0,20.0,25.0,72.0,5.0,4.0,6.0,2.0,0.0,97.0,host,gene-PA4791
gene-PA3519,3.0,2.0,35.0,3.0,6.0,215.0,0.0,3.0,30.0,0.0,0.0,126.0,host,gene-PA3519
gene-PA4442,165.0,230.0,148.0,156.0,255.0,,37.0,46.0,35.0,35.0,7.0,307.0,host,cysN
gene-PA4631,107.0,102.0,,77.0,118.0,283.0,21.0,54.0,29.0,16.0,14.0,267.0,host,gene-PA4631
gene-PA1520,102.0,114.0,39.0,69.0,75.0,164.0,14.0,24.0,16.0,19.0,16.0,212.0,host,gene-PA1520
gene-PA1468,10.0,6.0,9.0,6.0,10.0,81.0,2.0,2.0,13.0,0.0,1.0,82.0,host,gene-PA1468
gene-PA0536,143.0,158.0,65.0,111.0,179.0,200.0,33.0,34.0,18.0,15.0,13.0,241.0,host,gene-PA0536
gene-PA1840,45.0,44.0,23.0,45.0,40.0,79.0,9.0,7.0,10.0,5.0,6.0,66.0,host,gene-PA1840
gene-PA5028,306.0,314.0,115.0,76.0,149.0,191.0,22.0,33.0,27.0,25.0,15.0,162.0,host,gene-PA5028
gene-PA5485,125.0,92.0,62.0,96.0,135.0,308.0,13.0,14.0,38.0,3.0,7.0,316.0,host,ampDh2
gene-PA2580,38.0,31.0,11.0,13.0,25.0,97.0,8.0,11.0,13.0,4.0,3.0,46.0,host,gene-PA2580
gene-PA2486,3.0,2.0,8.0,3.0,2.0,49.0,1.0,0.0,5.0,0.0,0.0,70.0,host,gene-PA2486
gene-PA0137,5.0,5.0,20.0,2.0,0.0,150.0,1.0,0.0,21.0,1.0,0.0,237.0,host,gene-PA0137
gene-PA2277,5.0,1.0,5.0,2.0,2.0,35.0,1.0,0.0,7.0,0.0,1.0,40.0,host,arsR
gene-PA1112.1,186.0,243.0,80.0,192.0,345.0,181.0,55.0,,13.0,34.0,18.0,96.0,host,gene-PA1112.1
gene-PA5175,251.0,135.0,70.0,71.0,106.0,109.0,19.0,22.0,11.0,9.0,6.0,198.0,host,cysQ
gene-PA3228,180.0,161.0,91.0,192.0,244.0,263.0,50.0,34.0,25.0,17.0,23.0,309.0,host,gene-PA3228
gene-PA0432,,,,,,,,,,,,412.0,host,sahH
gene-PA2189,16.0,12.0,17.0,10.0,11.0,93.0,1.0,3.0,17.0,1.0,1.0,54.0,host,gene-PA2189
gene-PA2150,1.0,5.0,24.0,3.0,3.0,154.0,0.0,0.0,17.0,1.0,0.0,319.0,host,gene-PA2150
gene-PA3543,9.0,12.0,38.0,3.0,3.0,110.0,1.0,3.0,19.0,2.0,2.0,173.0,host,algK
gene-PA0929,285.0,318.0,19.0,16.0,13.0,92.0,5.0,4.0,24.0,3.0,6.0,94.0,host,gene-PA0929
gene-PA4323,131.0,148.0,54.0,104.0,207.0,156.0,24.0,30.0,,10.0,13.0,364.0,host,gene-PA4323
gene-PA3759,4.0,6.0,19.0,5.0,5.0,130.0,1.0,2.0,16.0,1.0,0.0,206.0,host,gene-PA3759
gene-PA0175,21.0,12.0,68.0,10.0,23.0,238.0,2.0,4.0,38.0,5.0,4.0,331.0,host,gene-PA0175
gene-PA0171,17.0,42.0,25.0,8.0,17.0,142.0,0.0,1.0,11.0,1.0,0.0,223.0,host,gene-PA0171
gene-PA0645,17.0,40.0,26.0,20.0,44.0,122.0,12.0,27.0,7.0,23.0,5.0,59.0,host,gene-PA0645
gene-PA1657,10.0,37.0,,20.0,120.0,,11.0,,56.0,,7.0,60.0,host,gene-PA1657
gene-PA1608,69.0,69.0,53.0,116.0,138.0,230.0,27.0,19.0,27.0,6.0,10.0,251.0,host,gene-PA1608
gene-PA0894,39.0,39.0,24.0,20.0,45.0,109.0,8.0,5.0,8.0,4.0,4.0,164.0,host,gene-PA0894
gene-PA3994,4.0,4.0,17.0,5.0,5.0,126.0,2.0,1.0,11.0,1.0,0.0,145.0,host,gene-PA3994
gene-PA1365,157.0,115.0,80.0,128.0,114.0,374.0,25.0,14.0,48.0,6.0,9.0,,host,gene-PA1365
gene-PA0628,133.0,149.0,118.0,164.0,285.0,406.0,,,,,,206.0,host,gene-PA0628
gene-PA1583,,,,,,,,,,,,211.0,host,sdhA
gene-PA1071,,,,,,172.0,57.0,33.0,18.0,12.0,13.0,178.0,host,braF
gene-PA2965,,,197.0,,,,,,28.0,,,150.0,host,fabF1
gene-PA5154,104.0,110.0,,84.0,120.0,140.0,8.0,6.0,,2.0,4.0,127.0,host,gene-PA5154
gene-PA0784,146.0,79.0,,71.0,60.0,204.0,13.0,14.0,25.0,8.0,3.0,327.0,host,gene-PA0784
gene-PA1273,20.0,12.0,24.0,6.0,10.0,84.0,2.0,2.0,11.0,4.0,0.0,148.0,host,cobB
gene-PA3889,22.0,11.0,,9.0,4.0,172.0,3.0,6.0,15.0,1.0,0.0,,host,gene-PA3889
gene-PA5477,59.0,55.0,49.0,18.0,35.0,304.0,6.0,13.0,38.0,5.0,5.0,277.0,host,gene-PA5477
gene-PA2449,154.0,127.0,32.0,89.0,141.0,182.0,39.0,33.0,19.0,17.0,8.0,339.0,host,gene-PA2449
gene-PA0679,6.0,10.0,5.0,5.0,5.0,74.0,0.0,1.0,,1.0,4.0,163.0,host,gene-PA0679
gene-PA0909,3.0,12.0,9.0,4.0,15.0,58.0,4.0,4.0,7.0,3.0,2.0,70.0,host,gene-PA0909
gene-PA0103a,43.0,44.0,45.0,17.0,18.0,215.0,9.0,16.0,28.0,9.0,5.0,155.0,host,gene-PA0103a
gene-PA4548,309.0,261.0,59.0,121.0,167.0,218.0,32.0,38.0,,29.0,18.0,344.0,host,gene-PA4548
gene-PA1058,18.0,22.0,10.0,21.0,44.0,70.0,5.0,3.0,4.0,2.0,0.0,113.0,host,gene-PA1058
gene-PA0872,181.0,,254.0,185.0,211.0,377.0,15.0,27.0,,7.0,15.0,83.0,host,phhA
gene-PA2641,113.0,84.0,140.0,162.0,185.0,294.0,,,16.0,,27.0,326.0,host,nuoF
gene-PA1530,59.0,82.0,32.0,86.0,107.0,92.0,17.0,34.0,8.0,17.0,9.0,70.0,host,gene-PA1530
gene-PA0766,,,,,,,,,,,,,host,mucD
gene-PA1744,2.0,5.0,7.0,4.0,7.0,37.0,0.0,1.0,6.0,1.0,0.0,30.0,host,gene-PA1744
gene-PA1601,59.0,6.0,24.0,60.0,14.0,203.0,11.0,5.0,20.0,2.0,3.0,412.0,host,gene-PA1601
gene-PA4587,83.0,93.0,208.0,53.0,81.0,396.0,4.0,6.0,,2.0,6.0,246.0,host,ccpR
gene-PA2199,,,130.0,,,173.0,,,27.0,,,76.0,host,gene-PA2199
gene-PA3694,79.0,71.0,38.0,61.0,78.0,106.0,8.0,11.0,13.0,2.0,6.0,76.0,host,gene-PA3694
gene-PA4640,,,,,,,,,,,,484.0,host,mqoB
gene-PA4626,26.0,18.0,182.0,15.0,21.0,136.0,3.0,5.0,63.0,0.0,3.0,239.0,host,hprA
gene-PA0972,,,,,,,,,,,,152.0,host,tolB
gene-PA0575,93.0,56.0,149.0,45.0,56.0,,20.0,20.0,,17.0,7.0,,host,gene-PA0575
gene-PA4664,112.0,143.0,245.0,109.0,212.0,195.0,28.0,31.0,,25.0,12.0,231.0,host,hemK
gene-PA1679,104.0,77.0,54.0,77.0,101.0,118.0,23.0,30.0,17.0,20.0,10.0,93.0,host,gene-PA1679
gene-PA4283,218.0,151.0,63.0,140.0,191.0,198.0,36.0,35.0,,28.0,22.0,283.0,host,recD
gene-PA2061,16.0,9.0,20.0,10.0,7.0,95.0,0.0,2.0,12.0,1.0,0.0,209.0,host,gene-PA2061
gene-PA4928,100.0,147.0,95.0,136.0,237.0,,,,50.0,,24.0,363.0,host,gene-PA4928
gene-PA1578a,9.0,12.0,8.0,6.0,9.0,60.0,4.0,7.0,8.0,4.0,1.0,105.0,host,gene-PA1578a
gene-PA0855,16.0,18.0,33.0,7.0,6.0,90.0,1.0,3.0,11.0,1.0,2.0,176.0,host,gene-PA0855
gene-PA1984,152.0,99.0,106.0,,282.0,252.0,39.0,25.0,26.0,5.0,9.0,382.0,host,exaC
gene-PA4302,27.0,30.0,26.0,15.0,33.0,188.0,11.0,8.0,29.0,15.0,4.0,424.0,host,tadA
gene-PA2734,,,,,,366.0,50.0,,30.0,35.0,25.0,107.0,host,gene-PA2734
gene-PA0090,148.0,207.0,,168.0,304.0,,24.0,34.0,63.0,,26.0,516.0,host,clpV1
gene-PA1957,6.0,6.0,4.0,3.0,9.0,61.0,4.0,4.0,7.0,0.0,1.0,111.0,host,gene-PA1957
gene-PA5133,130.0,157.0,,56.0,115.0,244.0,20.0,24.0,,18.0,3.0,155.0,host,gene-PA5133
gene-PA4478,138.0,170.0,49.0,60.0,133.0,143.0,15.0,25.0,16.0,14.0,7.0,145.0,host,gene-PA4478
gene-PA5227.1,,,,,,,,,,,,,host,ssrS
gene-PA1169,13.0,24.0,40.0,53.0,85.0,327.0,9.0,10.0,44.0,3.0,3.0,528.0,host,gene-PA1169
gene-PA0829,15.0,14.0,20.0,8.0,14.0,141.0,2.0,7.0,14.0,3.0,0.0,192.0,host,gene-PA0829
gene-PA0805,174.0,217.0,,235.0,,164.0,35.0,39.0,10.0,19.0,14.0,59.0,host,gene-PA0805
gene-PA4659,22.0,18.0,,12.0,18.0,,3.0,1.0,54.0,5.0,2.0,344.0,host,gene-PA4659
gene-PA5051,128.0,176.0,,173.0,243.0,432.0,36.0,40.0,51.0,,17.0,,host,argS
gene-PA4037,11.0,4.0,52.0,5.0,5.0,213.0,0.0,2.0,23.0,1.0,0.0,185.0,host,gene-PA4037
gene-PA1112a,84.0,94.0,142.0,48.0,72.0,95.0,16.0,16.0,14.0,9.0,2.0,77.0,host,gene-PA1112a
gene-PA4278,201.0,192.0,,95.0,160.0,336.0,45.0,69.0,,,,,host,gene-PA4278
gene-PA0170,26.0,66.0,25.0,13.0,44.0,116.0,1.0,1.0,7.0,1.0,2.0,220.0,host,gene-PA0170
gene-PA0976.1,275.0,,72.0,87.0,207.0,338.0,,,65.0,,,69.0,host,gene-PA0976.1
gene-PA5219,66.0,49.0,53.0,30.0,42.0,220.0,9.0,13.0,46.0,4.0,0.0,255.0,host,gene-PA5219
gene-PA0548,,,,,,,,,62.0,,,514.0,host,tktA
gene-PA1347,8.0,11.0,28.0,0.0,3.0,188.0,0.0,0.0,17.0,0.0,0.0,104.0,host,gene-PA1347
gene-PA0583,44.0,57.0,21.0,39.0,65.0,153.0,16.0,21.0,15.0,11.0,4.0,210.0,host,gene-PA0583
gene-PA4704.1,,,65.0,,,97.0,,,30.0,,,59.0,host,prrF1
gene-PA4042,36.0,21.0,6.0,13.0,18.0,81.0,2.0,7.0,10.0,6.0,2.0,46.0,host,xseB
gene-PA2295,4.0,1.0,12.0,1.0,2.0,70.0,0.0,0.0,15.0,0.0,0.0,92.0,host,gene-PA2295
gene-PA0733,17.0,11.0,,15.0,12.0,175.0,3.0,4.0,10.0,1.0,3.0,153.0,host,gene-PA0733
gene-PA2856,272.0,171.0,57.0,52.0,66.0,162.0,16.0,14.0,26.0,14.0,5.0,104.0,host,tesA
gene-PA5349,208.0,207.0,,72.0,127.0,289.0,18.0,25.0,,16.0,9.0,406.0,host,gene-PA5349
gene-PA0528,10.0,6.0,48.0,14.0,28.0,231.0,4.0,3.0,29.0,1.0,0.0,350.0,host,gene-PA0528
gene-PA0952,162.0,124.0,142.0,72.0,127.0,71.0,21.0,11.0,12.0,2.0,5.0,41.0,host,gene-PA0952
gene-PA1863,17.0,22.0,30.0,17.0,17.0,196.0,4.0,4.0,16.0,5.0,2.0,235.0,host,modA
gene-PA1775,226.0,,255.0,,,317.0,,,27.0,,,155.0,host,cmpX
gene-PA0383,55.0,52.0,42.0,44.0,73.0,237.0,15.0,14.0,23.0,10.0,4.0,376.0,host,gene-PA0383
gene-PA2367,55.0,52.0,25.0,28.0,27.0,61.0,5.0,7.0,21.0,3.0,3.0,66.0,host,gene-PA2367
gene-PA3418,19.0,21.0,43.0,21.0,36.0,139.0,7.0,7.0,14.0,1.0,4.0,321.0,host,ldh
gene-PA3568,,310.0,71.0,,,219.0,15.0,28.0,32.0,7.0,7.0,434.0,host,gene-PA3568
gene-PA1972,10.0,10.0,22.0,5.0,7.0,162.0,0.0,3.0,24.0,1.0,1.0,238.0,host,gene-PA1972
gene-PA1779,27.0,30.0,45.0,10.0,25.0,276.0,6.0,9.0,44.0,8.0,3.0,,host,gene-PA1779
gene-PA2173a,3.0,3.0,9.0,2.0,3.0,34.0,0.0,0.0,7.0,1.0,0.0,28.0,host,gene-PA2173a
gene-PA4871,18.0,10.0,5.0,5.0,8.0,64.0,0.0,2.0,10.0,1.0,0.0,114.0,host,gene-PA4871
gene-PA5056,61.0,71.0,83.0,19.0,43.0,365.0,5.0,11.0,,3.0,3.0,296.0,host,phaC1
gene-PA1641,15.0,15.0,4.0,4.0,4.0,54.0,1.0,1.0,7.0,2.0,1.0,57.0,host,gene-PA1641
gene-PA0266,,352.0,170.0,,,312.0,,,31.0,,,196.0,host,gene-PA0266
gene-PA2203,7.0,4.0,18.0,21.0,40.0,64.0,1.0,3.0,12.0,2.0,1.0,51.0,host,gene-PA2203
gene-PA0472,193.0,191.0,17.0,5.0,10.0,191.0,3.0,3.0,15.0,1.0,1.0,163.0,host,gene-PA0472
gene-PA5041,,,,,,267.0,,68.0,31.0,29.0,19.0,97.0,host,pilP
gene-PA4617,41.0,30.0,,40.0,60.0,134.0,6.0,13.0,,4.0,0.0,,host,gene-PA4617
gene-PA1755,36.0,34.0,12.0,23.0,18.0,53.0,2.0,2.0,7.0,3.0,4.0,18.0,host,gene-PA1755
gene-PA2696,13.0,35.0,22.0,3.0,10.0,160.0,0.0,1.0,20.0,0.0,2.0,187.0,host,gene-PA2696
gene-PA3861,,,,,,,,,51.0,,,247.0,host,rhl
gene-PA5476,27.0,20.0,38.0,16.0,14.0,228.0,4.0,3.0,39.0,4.0,1.0,398.0,host,citA
gene-PA1447,86.0,73.0,18.0,46.0,66.0,53.0,14.0,8.0,2.0,5.0,4.0,70.0,host,fliQ
gene-PA3524,38.0,71.0,69.0,58.0,75.0,189.0,29.0,25.0,17.0,23.0,21.0,68.0,host,gloA1
gene-PA0283,23.0,12.0,74.0,8.0,17.0,396.0,3.0,2.0,59.0,5.0,1.0,464.0,host,sbp
gene-PA1637,30.0,36.0,12.0,12.0,21.0,78.0,4.0,4.0,8.0,3.0,0.0,219.0,host,kdpE
gene-PA4861,8.0,8.0,23.0,3.0,7.0,192.0,0.0,1.0,17.0,1.0,1.0,174.0,host,gene-PA4861
